Identifier,F518_21h,F518_29h,F518_33h,F518_37h,F518_41h,F518_45h,F518_49h,F518_53h,F518_57h
SCO1490,13.02167514,12.64701047,12.37615006,10.80738841,11.12181574,11.39319406,11.49375756,11.21796956,11.04768472
SCO1491,13.28873411,12.98666449,12.68654065,11.24394293,11.64851488,11.84152992,11.95320345,11.63182773,11.39759198
SCO1492,7.929878999,7.980007135,7.600760969,7.232188742,7.483271315,7.443826304,7.479419326,7.445351876,7.196197627
SCO1493,7.880090448,7.691469218,6.987179286,7.195067694,6.922754012,7.438875745,7.396354319,7.51554943,7.766454042
SCO1494,11.43479273,10.74101857,10.57922899,10.20029886,10.16056723,10.22701408,10.22670979,10.30382204,10.2618423
SCO1495,10.80790856,10.08428846,9.665905928,9.591456273,9.17013744,9.426088996,9.546690409,9.460311565,9.556107239
SCO1496,12.28148983,11.76507572,11.62307106,11.44346958,11.44962233,11.40690791,11.40513964,11.41262342,11.34754518
SCO1497,7.432366846,7.271143041,5.547532833,6.59318091,5.34949709,5.888450018,5.950738061,5.849222266,6.334524103
SCO1498,8.745702723,8.321845665,7.85037874,7.462048651,7.624947346,7.985476329,8.009181137,7.930232233,8.110374535
SCO1499,11.35809959,11.00841495,10.95360443,10.50650606,10.55571178,10.52998331,10.56813386,10.49435043,10.46626449
SCO1500,9.196605849,9.069860666,8.234289216,8.372163343,7.721325574,8.345085035,8.371947758,8.172085646,8.3340626
SCO1501,12.61002175,12.49222033,12.56633506,12.47633779,12.54601216,12.50537764,12.45981451,12.4693783,12.37508948
SCO1502,10.76341956,10.71180783,10.32692254,9.987058893,9.79210139,10.03120711,10.05531517,10.00258434,10.23635003
SCO1503,11.52595738,11.55287344,11.3480489,10.94797686,10.75101507,10.77242124,10.86612641,10.79199044,10.90042415
SCO1504,9.289746717,10.33770202,10.57495384,10.22354173,10.39887145,10.2113983,10.21772259,10.35375321,10.19352605
SCO1505,13.71777406,13.54646582,13.54516139,11.81881965,12.56439639,12.63358806,12.67593946,12.45667472,12.26633718
SCO1506,9.507329513,9.517675999,9.436171577,9.06863042,9.04919918,9.074733268,9.029453677,9.029468035,8.949068514
SCO1507,10.6663771,10.51375467,10.38407007,10.81917416,10.84775354,10.8261907,10.7706628,10.68581068,10.78701077
SCO1508,10.6100094,10.22263545,10.1895295,9.703633873,9.722840121,9.854702975,9.850853268,9.880884602,9.842385878
SCO1509,10.5478199,10.20244427,10.10683639,9.797354784,9.593638963,9.793275705,9.781067818,9.698997978,9.833419954
SCO1510,10.38451362,10.15005927,9.815886829,9.535652319,9.162068682,9.278502681,9.286131121,9.054791804,9.207407633
SCO1511,12.03076707,11.90591768,11.96622477,12.22214176,11.85121345,11.7497225,11.83031987,11.7094407,11.68277949
SCO1512,9.414722332,8.989543733,7.967222684,8.430234732,7.630671573,8.053951026,8.363905116,8.106728518,8.641035493
SCO1513,10.45087096,10.83882243,10.91457558,11.06072899,11.09483067,11.1699905,11.16483381,11.19036253,11.28133691
SCO1514,9.199484515,8.658425431,7.893044531,7.631924879,7.333951514,7.896086662,8.123932413,8.077739132,8.206383828
SCO1515,10.2526069,9.911142794,9.730015268,8.751858615,8.935460753,9.274074561,9.347748439,9.249477303,9.467675852
SCO1516,11.0939504,10.70571452,10.83946778,9.934336396,10.21715072,10.2037283,10.30977867,10.41108514,10.24483558
SCO1517,11.49123866,11.23115965,11.20857301,10.26864833,10.23686865,10.30361055,10.46559009,10.36028721,10.45769374
SCO1518,8.219528952,7.966461557,7.814513695,8.00957838,7.858229345,7.906465339,7.887884453,8.033106526,7.978675945
SCO1519,7.341803651,6.868313971,6.179832184,6.447812841,6.097053223,6.454253138,6.269479904,6.613950264,6.61191461
SCO1520,9.192180193,8.838432214,8.224126983,8.109795956,7.82932454,8.008008589,8.110951804,8.033293776,8.313719732
SCO1521,13.400336,13.35610554,13.35440954,12.68558349,12.7262851,12.5532567,12.62064284,12.37693102,12.34881996
SCO1522,10.40934846,9.69568267,9.129339108,8.766306349,8.3552509,8.24000244,7.777346844,7.606606876,8.142926237
SCO1523,11.31187077,10.53728318,10.30183669,10.03987923,9.800007449,9.423406488,8.830305448,8.625542951,8.937639626
SCO1524,8.07307975,7.719807241,6.936466882,7.034587188,6.513938685,6.728361423,6.571049492,6.854653899,6.637257256
SCO1525,9.637872391,9.485018896,9.523412233,9.17608984,9.294302655,9.354241066,9.394977261,9.326658782,9.230176282
SCO1526,9.235243203,8.953251029,8.629224275,8.533462437,8.419528002,8.629605433,8.691422867,8.49624485,8.510570027
SCO1527,10.52235881,10.35619732,10.17494687,9.690094974,9.659114343,9.577864115,9.738970023,9.586918336,9.687710447
SCO1528,8.008335082,8.274298494,9.103598622,8.524316076,9.038551214,8.774932202,8.826967162,8.759303293,8.49952617
SCO1529,12.02993556,12.21509088,12.37246825,12.80575699,12.87716887,12.94063515,12.87086165,12.79409256,12.78483013
SCO1530,9.735670468,9.72539048,9.361055285,9.14994841,8.599421253,8.818966138,9.041956277,8.899339855,9.19820618
SCO1531,12.76838303,12.71979796,12.83070795,12.37100374,12.48311947,12.49671575,12.46588916,12.41218015,12.34201878
SCO1532,6.091494009,6.197385477,5.875108382,7.003985364,6.918774678,7.516698486,7.622957067,7.435392587,7.557684499
SCO1533,6.049324839,6.251987658,6.028835122,6.777433416,6.71232165,7.590404429,7.486549141,7.130779059,7.611666171
SCO1534,6.537887661,7.137080342,7.248883434,9.413270652,9.495974237,9.983798066,10.05548559,9.704003588,9.728278856
SCO1535,6.67365418,7.441526949,6.610625007,6.722209842,6.350394413,6.777487625,6.595021495,6.703198356,7.139423683
SCO1536,5.772634556,5.824295598,7.956853294,6.910114968,7.784771098,7.208401074,7.474115007,7.490465217,6.962154679
SCO1537,5.706684382,5.53468352,5.498746942,5.457879778,5.676699114,5.604833656,5.672416013,5.472788672,5.382927104
SCO1538,5.393446498,4.796894265,5.595942684,5.600255077,5.85009854,5.741921146,5.801641763,5.458377526,5.599924386
SCO1539,6.094448576,5.886491686,6.246361598,6.671708886,6.353444148,6.213862649,6.154029,6.091481096,6.275057274
SCO1540,11.21002186,10.67718313,10.44861559,9.971581644,9.977652416,10.03570227,10.21349733,10.04562247,10.16804871
SCO1541,5.787817666,6.185035184,5.569228629,7.664392873,7.440726432,8.399369267,8.288652829,7.640862823,8.203067532
SCO1542,8.904391341,9.087490003,8.507444789,8.592649493,8.225946144,8.458223408,8.67790214,8.646610672,8.956245565
SCO1543,9.394718779,9.931013107,10.19792485,11.20651591,11.16870521,11.40650735,11.43791318,11.26939341,11.49999146
SCO1544,8.759609447,8.547491756,8.050577374,7.96002714,7.630679868,8.042481591,8.152844073,8.036314459,8.306775832
SCO1545,8.752390251,8.54028001,7.973012158,8.210347895,7.69458566,7.942941096,8.123620741,8.001520134,8.24707482
SCO1546,9.971023114,9.94766187,9.794879511,9.717936469,9.666334869,9.838351642,9.895465086,9.863910127,9.918611483
SCO1547,8.617936087,8.655959019,8.476693005,8.176131418,8.217017032,8.344729264,8.422592547,8.438444947,8.326146678
SCO1548,9.858470642,10.16184152,10.18176707,11.2897547,10.88807931,10.55660764,10.60212532,10.34708332,10.3296045
SCO1549,6.558146462,6.693597138,5.232971678,6.524132305,6.463063896,6.744110334,6.673458687,6.66403983,6.745035159
SCO1550,11.4624073,12.35703679,12.53289225,13.57783945,13.49164778,13.4576563,13.41013639,12.85036341,12.99164698
SCO1551,11.62554243,11.81860584,11.71291981,11.87455236,11.64887069,11.54472409,11.58668416,11.44636238,11.48835523
SCO1552,8.633894607,8.073906182,7.582408515,7.254153996,7.325472448,7.77809009,7.593751439,7.530782064,7.769653102
SCO1553,9.757960357,8.988102869,8.686191783,8.440958542,8.661517006,8.768745779,8.698392147,8.809966082,8.806806465
SCO1554,11.59503361,11.25051685,11.30463721,11.32199045,11.63140962,11.80233242,11.76429839,11.78335958,11.72747656
SCO1555,7.447448831,7.185906887,6.921259842,7.136840643,7.365539384,7.239679105,7.354951549,7.490584787,7.0938742
SCO1556,8.229843686,8.165720187,7.804144188,7.539104622,7.339255396,7.700956482,7.678618395,7.626699483,7.863636429
SCO1557,9.978946105,8.757488764,8.420774599,7.867282333,7.688453553,8.18323823,8.126524727,8.043202808,8.167794574
SCO1558,7.679102213,6.564787725,6.426281512,6.057624768,6.147771391,6.498712084,6.411346822,6.486668267,6.651619844
SCO1559,9.622787162,8.3304171,8.355917786,7.796486909,7.622288104,7.467457252,7.438909459,7.367091875,7.110972073
SCO1560,7.83423336,7.741344589,6.928251642,7.012293686,6.943753603,7.052602556,7.104535349,7.105427821,7.149325349
SCO1561,8.693672599,8.64465151,7.771715959,7.308404815,6.582142241,7.167849548,7.344647295,7.202046836,7.662529331
SCO1562,10.00181463,9.74817167,9.393541751,8.669239626,8.287875115,8.852696567,8.928665401,8.752228924,9.151563578
SCO1563,9.303138075,9.982509127,9.926172973,10.25920825,9.649786432,9.814745086,9.865428288,9.761520177,9.994959929
SCO1564,4.435746308,5.260868668,4.676047733,7.276257327,6.164101302,6.739289108,6.466702372,6.745152344,6.990154786
SCO1565,6.619831304,6.457632835,6.44903114,12.83642342,11.89647389,11.83583508,11.76940147,11.81755871,11.79654322
SCO1566,10.5019294,10.0266884,9.820211446,9.870312593,9.368941466,9.400259045,9.510370458,9.276430577,9.359958513
SCO1567,7.679359153,7.389482349,7.945186679,7.196090749,7.890569709,7.722219885,7.759700366,7.867159039,7.58264748
SCO1568,6.635869139,6.547411991,5.453479267,5.822838415,5.477860834,6.110610447,5.989602792,6.144784423,6.185395803
SCO1569,9.116133784,8.729059621,8.458816695,8.176367553,8.059031535,8.187906084,8.092455367,8.339856406,8.240985637
SCO1570,11.09806075,10.89141601,10.51475122,8.77115577,8.931054842,8.863581148,8.693336261,8.927195291,8.720870007
SCO1571,8.87554671,9.007331343,8.484979133,8.828302466,8.500322495,9.112725118,9.21223784,9.424432883,9.666420315
SCO1572,7.954190934,7.744856371,6.989071644,7.610559556,7.453260941,7.873972072,7.967297592,8.264746493,8.596641619
SCO1573,6.530717869,6.238516522,7.278806405,7.215879907,7.766112515,7.44847076,7.542546366,7.621644174,7.683365543
SCO1574,5.860103572,5.844649142,5.051060076,5.559175328,5.619942711,5.499675763,5.682412289,6.002188207,5.870612836
SCO1575,5.839674921,5.692567158,5.715316713,5.829831714,6.069450154,6.019331334,6.169261314,6.137366805,5.780871567
SCO1576,10.49054855,10.22787642,9.751278258,8.084605848,7.966997023,8.307892593,8.395264669,8.427071884,8.559776789
SCO1577,10.74581473,10.53509397,10.19700276,8.355892087,8.581793315,8.645222295,8.56754505,8.890241751,8.507151505
SCO1578,9.660149894,9.586680121,9.087139191,6.836441883,6.948012866,7.235145671,7.178589201,7.297614192,7.269521722
SCO1579,10.08493212,9.910964619,9.601880455,7.50469768,7.758171646,7.757526367,7.690426271,7.958417549,7.84537698
SCO1580,10.59178614,10.45230539,9.944739358,7.657164927,7.82197603,7.768796983,7.817935459,7.98830613,7.778889623
SCO1581,7.683551365,7.456157778,7.171666661,7.259055246,6.72213347,6.827749447,6.85619986,6.885459236,7.01877762
SCO1582,7.982465187,8.010766116,7.295212664,7.180441835,6.57665767,6.782469364,6.814451315,6.958785957,7.094077086
SCO1583,5.979407933,5.771948563,7.945197645,7.020387064,7.918637324,7.194394493,7.282471141,7.32561059,7.104523762
SCO1584,7.622415402,7.792873471,6.904101583,7.486204196,6.936414942,7.460778423,7.526435018,7.398291317,7.586432288
SCO1585,6.981240537,6.667417544,6.475553778,6.804324177,6.28001716,6.192651238,6.211637198,6.222341439,6.169668974
SCO1586,7.410282598,7.208228207,6.424440622,7.043069754,5.944580836,6.11841916,5.935954069,5.993050158,6.614345427
SCO1587,6.380965422,6.357895041,6.175453142,6.781267559,7.101948241,6.535965341,6.707850897,6.710706354,5.774673043
SCO1588,6.920748281,6.516014254,6.783012132,7.147349585,6.644121566,6.670701642,6.737534684,6.812109283,6.175872457
SCO1589,7.223786727,7.428084694,6.133398177,6.550718468,5.612071961,6.176203277,6.088050006,5.945772961,6.816498286
SCO1590,6.941176026,7.3539418,7.523051897,8.127417091,8.033495027,8.102997684,7.825318124,8.045416192,8.161172665
SCO1591,11.85583291,11.38156616,11.31580324,11.46271905,11.19125725,11.22675942,11.25529644,11.03387823,11.06228194
SCO1592,6.176991605,5.353650397,5.221119336,5.371013035,5.034347437,4.671918572,4.90253761,4.828604601,5.026263175
SCO1593,6.934686052,6.922236812,7.634151368,7.387823677,7.881604309,7.45576775,7.630212471,7.474587322,7.334088818
SCO1594,12.02248533,11.68612242,11.7931001,11.56114827,11.71071712,11.77981364,11.90291493,12.05097832,11.95489475
SCO1595,11.44856636,11.00619207,10.99358501,10.80323457,10.77435204,10.97105003,11.06741131,11.18884246,11.14041798
SCO1596,9.262783415,9.145984307,9.179355389,9.34840401,9.284522979,9.218726714,9.255275694,9.337015956,9.354990751
SCO1597,10.34305429,9.749311255,9.499736324,8.361612878,8.602793882,8.787460509,8.776804101,8.810263479,8.558299574
SCO1598,13.34162131,13.16149487,13.13431804,11.54128048,12.12078772,12.16407462,12.24693068,12.07394876,11.86643855
SCO1599,12.64031897,12.35823688,12.30251971,10.71729221,11.26676803,11.37366681,11.43198014,11.32159907,11.18978635
SCO1600,14.74327531,14.69032265,14.71200457,13.59337186,14.12370753,14.25412413,14.28848641,14.12911758,13.9636031
SCO1601,9.257752488,9.000378333,8.526353867,8.112670824,7.316604921,7.889420539,8.068785329,7.705668621,8.329968718
SCO1602,8.568537745,8.437917276,7.723155284,8.1034523,7.60097869,8.074531454,8.099939534,8.04724734,8.311354061
SCO1603,1.427268413,0.062248843,0.047053963,0.826998075,0.2942911,0.144615831,0.498701229,0.249033678,0.154662545
SCO1604,1.449723807,2.363732902,0.36941168,0.060057493,0.067815744,0.155950429,0.254755099,0.566893863,1.444714983
SCO1605,0.24161021,0.062248843,0.062248843,0.047053963,0.047053963,0.047053963,0.047053963,0.047053963,0.047053963
SCO1606,6.701066815,6.653807472,5.999493727,6.454689289,6.433437991,6.36469009,6.590023995,6.34568441,6.168553157
SCO1607,8.834109777,8.578581793,8.089579649,8.02116032,7.888791458,7.918137948,8.006070615,8.219570424,7.879559315
SCO1608,8.246642013,7.885104023,7.341786292,7.103180391,6.847027213,7.101670409,6.956823311,7.22359152,7.285966796
SCO1609,8.903778636,8.510722464,8.416159539,8.733528962,8.777410453,8.764786296,8.949989601,8.7138126,8.64441103
SCO1610,7.300590511,7.308020022,7.077158068,7.124242921,6.991511107,7.259962966,7.420604029,7.459948307,7.65296978
SCO1611,5.711951818,6.056005935,6.437457549,6.557558004,6.624828704,7.0994028,7.216557898,7.304104116,7.441565715
SCO1612,5.497922892,5.71107422,6.679691036,6.746326321,7.537827637,7.141227222,7.382015571,7.6698945,7.12694135
SCO1613,6.635869139,6.836117421,7.500791436,7.550078123,7.978416705,8.292146203,8.47869191,8.631806628,8.455156417
SCO1614,6.938918785,7.142037656,5.991493085,6.39058313,6.455161127,7.036367245,7.236342807,7.417844164,7.675118604
SCO1615,6.366190825,6.435615392,5.514824131,5.475920427,6.038278702,6.585075712,6.876706048,6.856761147,6.97721628
SCO1616,8.513371476,8.090228933,7.456783086,7.796473239,7.732467678,7.945872479,8.031603908,8.029559893,7.747982219
SCO1617,7.587411973,6.780007889,7.348865756,6.99322617,7.402758461,6.707235087,6.813195737,6.739535854,6.303490614
SCO1618,8.448549735,9.269983516,8.85874717,8.647678442,8.449107395,8.719591741,8.651973328,8.654970599,9.011297336
SCO1619,10.08731785,10.92940538,10.69730114,10.19438486,10.15084872,10.19221676,10.25829015,10.35857002,10.5134423
SCO1620,10.72410553,9.572695334,9.604269287,8.473631727,8.789908869,8.877271201,8.911749552,8.761804635,8.468633524
SCO1621,10.12232196,9.135651278,8.599767103,7.688905162,7.567967582,7.967911485,8.211088467,7.975641922,7.984758286
SCO1622,8.610490805,8.319518499,8.136716634,8.252876979,7.993855509,8.19629101,8.298134717,8.247077364,8.275058327
SCO1623,9.134161361,8.96761782,10.00296034,9.221430923,9.686105057,10.08662089,10.00359305,9.941672725,10.10215634
SCO1624,8.457618066,9.38469331,9.052884415,9.239201015,8.422648302,8.648717368,8.569706642,8.668100791,8.886658415
SCO1625,7.493173867,7.539344458,7.442584872,7.845585594,7.578564718,7.720648334,7.716253237,7.816683933,7.59844952
SCO1626,9.237526224,12.23854999,12.38955465,12.87498861,12.04156705,12.09704572,11.88952446,12.26861071,12.27413062
SCO1627,7.345336444,9.86310603,9.752366521,10.15237501,9.118806456,9.62385406,9.536812014,9.834282783,10.1249372
SCO1628,6.587877381,8.781571326,8.315983986,9.220563848,7.963399867,8.786282818,8.689632316,9.067118256,9.314770863
SCO1629,6.998147206,9.203644064,8.725999012,9.483511221,8.260099909,9.062793621,8.930018056,9.215141486,9.623379582
SCO1630,8.027595837,10.84455498,11.10505328,11.44102411,10.63480086,10.74436103,10.68903849,11.04885334,11.01860245
SCO1631,11.93094129,12.43785802,12.62111798,12.95040666,12.60166541,12.44595323,12.31958954,12.40343189,12.39584844
SCO1632,11.76344391,11.46702981,11.36784204,12.88847313,12.48677797,12.5506842,12.45687965,12.37143624,12.3471416
SCO1633,11.55240181,11.36781968,11.32590437,12.51978428,12.06185007,11.99523991,12.00443687,11.88279162,11.88796565
SCO1634,8.331434664,8.5491946,7.445909714,7.790764076,6.900301818,7.390782043,7.430536574,7.215425751,8.044012866
SCO1635,8.299520285,8.67760878,7.789982658,8.409716463,7.422688679,7.971736293,8.049207607,8.008935211,8.559163272
SCO1636,10.91510202,11.36012191,11.4079427,11.41994775,11.17018417,11.17276052,11.12010965,11.13793917,11.2128467
SCO1637,10.8484547,11.08547829,11.22748834,11.37880532,11.21239388,11.17476867,11.07909966,10.97507396,11.03631573
SCO1638,13.02872915,12.90888499,12.71515991,12.51088362,12.4137048,12.30416713,12.31569511,12.1996648,12.18336642
SCO1639,10.62168692,10.72500737,10.79672439,10.68342017,10.40545586,10.43426459,10.48466728,10.4339907,10.52632282
SCO1640,11.81360005,12.82620996,13.15379475,13.96064759,13.90893934,14.03278487,13.86418185,13.65177862,13.70717449
SCO1641,8.457826834,8.516277679,9.242393483,9.449060419,8.964944945,8.689968228,8.836446511,8.772237025,8.544073632
SCO1642,7.266605695,7.106184244,7.285743414,7.301788778,7.222347059,7.292492118,7.214431915,7.187786368,7.1217185
SCO1643,12.13960033,12.68885995,12.87293512,13.68265907,13.32003507,13.28030414,13.20159769,13.17809506,13.24735065
SCO1644,12.44201747,12.98448872,13.1888373,13.95232611,13.66432681,13.66006922,13.57383425,13.55590882,13.60057356
SCO1645,12.11233938,12.8614962,12.99475,13.82335306,13.56305423,13.4679221,13.36895301,13.28210861,13.35674164
